genre;song;artist;songno;downloadurl;duration;
"blues";"No seré yo ";"57 grados";0001;"https://mp3d.jamendo.com/download/track/19958/mp32/";259
"blues";"ultimo tren ";"iván migliore";0003;"https://mp3d.jamendo.com/download/track/736734/mp32/";186
"blues";"Voice of Reason ";"SMITH Andco";0004;"https://mp3d.jamendo.com/download/track/1321106/mp32/";281
"blues";"amis de la poesie ";"Yfig";0005;"https://mp3d.jamendo.com/download/track/507091/mp32/";133
"blues";"Seems So Long ";"Bunt Magnet";0006;"https://mp3d.jamendo.com/download/track/1313623/mp32/";307
"blues";"Elegant blues 93bpm 3_32min ";"CAGLEZ";0010;"https://mp3d.jamendo.com/download/track/853486/mp32/";212
"blues";"Esempio di blues ";"Lost in a cup of coffee";0012;"https://mp3d.jamendo.com/download/track/1226666/mp32/";100
"blues";"They Belong to You - Psalm 82 ";"Jason Silver";0014;"https://mp3d.jamendo.com/download/track/1359605/mp32/";290
"blues";"Dewey Square ";"Hugo  Droopy  Contini";0017;"https://mp3d.jamendo.com/download/track/159010/mp32/";281
"blues";"Super-Heros ";"PilaBlack ";0020;"https://mp3d.jamendo.com/download/track/1343709/mp32/";213
"blues";"love is (christmas time) snowflake (Kristian vuljar)";"christmas time snowflake ";0021;"https://mp3d.jamendo.com/download/track/1174299/mp32/";247
"blues";"Time To Split (take 04) (The James Quintet)";"take 04 ";0026;"https://mp3d.jamendo.com/download/track/382415/mp32/";445
"blues";"coffee on a sunday morning ";"Smiling Cynic";0032;"https://mp3d.jamendo.com/download/track/1117021/mp32/";252
"blues";"Tant De Fois ";"Txman";0035;"https://mp3d.jamendo.com/download/track/1193352/mp32/";198
"blues";"IGOR ";"cbserge";0036;"https://mp3d.jamendo.com/download/track/76733/mp32/";235
"blues";"Il blues del battibecco ";"Mbesil";0037;"https://mp3d.jamendo.com/download/track/324032/mp32/";214
"blues";"Jag ser mig i spegeln ";"Hans Lohmander";0042;"https://mp3d.jamendo.com/download/track/1384967/mp32/";261
"blues";"The Fire ";"Frank Harper";0044;"https://mp3d.jamendo.com/download/track/1128848/mp32/";266
"blues";"Not to feel this pain ";"UNDER_SIGHT";0046;"https://mp3d.jamendo.com/download/track/1336851/mp32/";289
"blues";"Pepe el Toro ";"Yisus & El Sagrado Corazón";0049;"https://mp3d.jamendo.com/download/track/1005564/mp32/";275
"blues";"Haifa Road Blues ";"The Silkway Riders";0050;"https://mp3d.jamendo.com/download/track/1288416/mp32/";437
"blues";"5 Starry Night_5 Звездная ночь ";"SeryLis Band";0051;"https://mp3d.jamendo.com/download/track/1194552/mp32/";172
"blues";"To serve and protect ";"Furiten";0053;"https://mp3d.jamendo.com/download/track/1228914/mp32/";209
"blues";"FEELING FINE AFTER PLAYING MY SG ";"BrainControl";0054;"https://mp3d.jamendo.com/download/track/974965/mp32/";279
"blues";"c Oh,Jesus ";"Viktor Séthy";0055;"https://mp3d.jamendo.com/download/track/1114219/mp32/";211
"blues";"riding_the_waves_of_hurricane ";"the guta jasna";0058;"https://mp3d.jamendo.com/download/track/854052/mp32/";199
"blues";"Mr. Gunjack ";"Destroyvska";0060;"https://mp3d.jamendo.com/download/track/1354075/mp32/";210
"blues";"Petit chat ";"Yoann en solo";0062;"https://mp3d.jamendo.com/download/track/1198242/mp32/";152
"blues";"Garganta con arena( Version Rambla) (Lagartos Del Ritmo)";" Version Rambla ";0064;"https://mp3d.jamendo.com/download/track/215848/mp32/";248
"blues";"Berlusconi e quant altro - Il leader ";"Francesco de Francisco";0065;"https://mp3d.jamendo.com/download/track/393544/mp32/";259
"blues";"Same Old Story ";"mungold";0069;"https://mp3d.jamendo.com/download/track/1117897/mp32/";202
"blues";"08 Вся наша жизнь дорога ";"Black_Angel";0072;"https://mp3d.jamendo.com/download/track/1288127/mp32/";278
"blues";"All My Friends Have Whiskers ";"Vufcup";0074;"https://mp3d.jamendo.com/download/track/687107/mp32/";159
"blues";"Nièvrose ";"Kapadnoms";0076;"https://mp3d.jamendo.com/download/track/226755/mp32/";284
"blues";"WC Blues ";"Michu";0077;"https://mp3d.jamendo.com/download/track/93462/mp32/";250
"blues";"Worm Hole Hooker - COLD BLUE REBELS ";"Cold Blue Rebels";0078;"https://mp3d.jamendo.com/download/track/731806/mp32/";261
"blues";"dreihzehn ";"Stck&Stn";0079;"https://mp3d.jamendo.com/download/track/97676/mp32/";113
"blues";"Late night blues ";"Alessandro Marangon";0080;"https://mp3d.jamendo.com/download/track/1296491/mp32/";270
"blues";"Diplomacy ";"Mutismus";0081;"https://mp3d.jamendo.com/download/track/922285/mp32/";230
"blues";"Bartol0meo ";"Antonio Mainenti";0082;"https://mp3d.jamendo.com/download/track/126946/mp32/";122
"blues";"Evidence Song ";"The Good Lawdz";0083;"https://mp3d.jamendo.com/download/track/947852/mp32/";383
"blues";"In an old barbershop ";"Nikos Boubas";0085;"https://mp3d.jamendo.com/download/track/1221664/mp32/";144
"blues";"Before you acuse me ";"BOOGIEJO";0086;"https://mp3d.jamendo.com/download/track/844451/mp32/";395
"blues";"Low Tides ";"Don Whitaker";0087;"https://mp3d.jamendo.com/download/track/1364361/mp32/";312
"blues";"Kann es sein das du lügst, ein wenig übertreibst ";"Ajo";0089;"https://mp3d.jamendo.com/download/track/1235564/mp32/";165
"blues";"Dernier Verre ";"Tekan";0090;"https://mp3d.jamendo.com/download/track/837831/mp32/";215
"blues";"Peace of the mind ";"GUN GIANT";0091;"https://mp3d.jamendo.com/download/track/336188/mp32/";395
"blues";"Stock ";"Robynson Jonyx";0094;"https://mp3d.jamendo.com/download/track/78468/mp32/";152
"blues";"mother ";"Treefingers";0097;"https://mp3d.jamendo.com/download/track/1316160/mp32/";290
"blues";"Claustrophobie Extérieure Terriblement Enivrante ";"Miclou-Bandu";0102;"https://mp3d.jamendo.com/download/track/136834/mp32/";90
"blues";"Troubles - Noam Bonatti ";"Noam Bonatti";0103;"https://mp3d.jamendo.com/download/track/1156600/mp32/";228
